Artikelnummer;Attributgruppe;Sortiernummer;Attributname;Attributwert;Datentyp;Attributart
DWDM-SFP-3268;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-SFP-6141;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-SFP10G-C;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-SFP10G-C-S;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-30.33;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-31.12;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-31.90;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-32.68;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-34.25;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-35.04;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-35.82;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-36.61;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-38.19;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-38.98;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-39.77;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-40.56;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-42.14;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-42.94;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-43.73;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-44.53;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-46.12;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-46.92;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-47.72;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-48.51;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-50.12;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-50.92;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-51.72;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-52.52;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-54.13;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-54.94;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-55.75;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-56.55;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-58.17;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-58.98;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-59.79;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-X2-60.61;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-30.33;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-31.12;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-31.90;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-32.68;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-34.25;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-35.04;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-35.82;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-36.61;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-38.19;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-38.98;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-39.77;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-40.56;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-42.14;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-42.94;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-43.73;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-44.53;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-46.12;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-46.92;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-47.72;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-48.51;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-50.12;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-50.92;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-51.72;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-52.52;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-54.13;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-54.94;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-55.75;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-56.55;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-58.17;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-58.98;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-59.79;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
DWDM-XFP-60.61;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
GLC-2BX-D;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-BX-D;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-BX-U;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-BX40-D-I;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
GLC-BX40-DA-I;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
GLC-BX40-U-I;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
GLC-BX80-D-I;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
GLC-BX80-U-I;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
GLC-EX-SMD;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
GLC-FE-100BX-D;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-FE-100BX-U;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-FE-100EX;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
GLC-FE-100FX;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-FE-100FX-RGD;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-FE-100LX;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-FE-100LX-RGD;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-FE-100ZX;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
GLC-LH-SM;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-LH-SMD;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-LX-SM-RGD;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
GLC-SX-MM;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
GLC-SX-MM-RGD;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
GLC-SX-MMD;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
GLC-T;Transceivers & SFP Modul;11;Anwendung;Zugriffs-/Verteilnetz (Kupfer);Wertliste;Attribut
GLC-TE;Transceivers & SFP Modul;11;Anwendung;Zugriffs-/Verteilnetz (Kupfer);Wertliste;Attribut
GLC-ZX-SM;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
GLC-ZX-SM-RGD;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
GLC-ZX-SMD;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
J4858C;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
J4858D;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
J4859C;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
J4859D;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
J9150A;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
J9150D;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
J9151A;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
MA-SFP-10GB-ER;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
MA-SFP-10GB-ZR;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
ONS-CFP2-WDM;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
ONS-CFP2-WDM2;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
ONS-CFP2D-400G-C;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
ONS-QSFP28-LR4;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QDD-2X100-CWDM4-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QDD-2X100-LR4-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QDD-2X100-SR4-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QDD-400-AOC10M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-AOC15M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-AOC1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-AOC20M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-AOC25M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-AOC2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-AOC30M;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
QDD-400-AOC3M;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
QDD-400-AOC5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-AOC7M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-CU1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-CU2.5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-CU2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400-CU3M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QDD-400G-DR4-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QDD-400G-FR4-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QDD-400G-LR4-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QDD-400G-LR8-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QDD-400G-ZR-S;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
QDD-400G-ZRP-S;Transceivers & SFP Modul;11;Anwendung;Carrier-/Transportnetz (DWDM / kohärent);Wertliste;Attribut
QDD-4X100G-LR-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-100G-4W40-I;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
QSFP-100G-AOC10M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-AOC15M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-AOC1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-AOC20M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-AOC25M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-AOC2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-AOC30M;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
QSFP-100G-AOC3M;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
QSFP-100G-AOC5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-AOC7M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-CU1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-CU2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-CU3M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-CU5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-100G-CWDM4-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-100G-DR-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-100G-ER4L-S;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
QSFP-100G-ERL-S;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
QSFP-100G-FR-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-100G-LR-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-100G-LR4-I;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-100G-LR4-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-100G-PSM4-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-100G-SM-SR;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-100G-SR-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-100G-SR1.2;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-100G-SR4;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-100G-ZR4-S;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
QSFP-40/100-SRBD;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-40G-BD-RX;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-40G-CSR-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-40G-CSR4;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-40G-ER4;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
QSFP-40G-LR4;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-40G-LR4-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-40G-SR-BD;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-40G-SR4;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-40G-SR4-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
QSFP-40GE-LR4;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-4SFP10G-CU1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4SFP10G-CU2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4SFP10G-CU3M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4SFP10G-CU4M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4SFP10G-CU5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4SFP25G-CU1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4SFP25G-CU2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4SFP25G-CU3M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4SFP25G-CU5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4X10G-AC10M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4X10G-AC7M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-4X10G-LR-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
QSFP-H40G-ACU10M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-ACU7M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-AOC10M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-AOC15M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-AOC1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-AOC20M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-AOC25M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-AOC2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-AOC30M;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
QSFP-H40G-AOC3M;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
QSFP-H40G-AOC5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-AOC7M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-CU1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-CU2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-CU3M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-CU4M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
QSFP-H40G-CU5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-10/25G-BXD-I;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
SFP-10/25G-BXU-I;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
SFP-10/25G-CSR-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
SFP-10/25G-LR-I;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
